5CEA162B-90A5-43D0-9476-CAFCEB5D9B8E#appfire#CurrencyService#appfire#dec22.app.server.service.CurrencyService#appfire#{"resourceMapping":"/Currency","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/CurrencyService.java","fileName":"CurrencyService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/CurrencyRepositoryImpl.java","fileName":"CurrencyRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/CurrencyRepository.java","fileName":"CurrencyRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Currency.java","fileName":"Currency.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:44#appfire#\N#appfire#2015-12-22 06:37:44#appfire#1#appfire#1#appfire#33DCAA00-74A5-423C-B6A0-142016A5B254
6E3F8F32-B003-4BC1-B3C6-D1E86BADB8A7#appfire#AppMenusService#appfire#dec22.app.server.service.AppMenusService#appfire#{"resourceMapping":"/AppMenus","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/AppMenusService.java","fileName":"AppMenusService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppMenusRepositoryImpl.java","fileName":"AppMenusRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppMenusRepository.java","fileName":"AppMenusRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authorization/AppMenus.java","fileName":"AppMenus.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:38:03#appfire#\N#appfire#2015-12-22 06:38:03#appfire#1#appfire#1#appfire#FEF69333-BD4A-4415-898E-549FFAB6E31A
6EADC5C6-9CFC-48AB-894D-F844C314B497#appfire#ContactTypeService#appfire#dec22.app.server.service.ContactTypeService#appfire#{"resourceMapping":"/ContactType","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/ContactTypeService.java","fileName":"ContactTypeService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/ContactTypeRepositoryImpl.java","fileName":"ContactTypeRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/ContactTypeRepository.java","fileName":"ContactTypeRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/contacts/ContactType.java","fileName":"ContactType.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:51#appfire#\N#appfire#2015-12-22 06:37:51#appfire#1#appfire#1#appfire#C6AB4BBA-0204-48FF-82E0-729A8E7FF9B1
73DC4AF8-FE7E-4C59-8A24-9288ADEF0656#appfire#LanguageService#appfire#dec22.app.server.service.LanguageService#appfire#{"resourceMapping":"/Language","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/LanguageService.java","fileName":"LanguageService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/LanguageRepositoryImpl.java","fileName":"LanguageRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/LanguageRepository.java","fileName":"LanguageRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Language.java","fileName":"Language.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:43#appfire#\N#appfire#2015-12-22 06:37:43#appfire#1#appfire#1#appfire#B4E4B099-9187-4A65-B110-9321D449F872
7FCDD9BB-02A8-4AE9-970D-6EC8E8FAF817#appfire#GenderService#appfire#dec22.app.server.service.GenderService#appfire#{"resourceMapping":"/Gender","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/GenderService.java","fileName":"GenderService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/GenderRepositoryImpl.java","fileName":"GenderRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/GenderRepository.java","fileName":"GenderRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/contacts/Gender.java","fileName":"Gender.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:52#appfire#\N#appfire#2015-12-22 06:37:52#appfire#1#appfire#1#appfire#5CD12CB9-B760-44C8-8C04-B81A54FE3B77
886C54D0-564E-4767-8BF5-13C25887FFDD#appfire#VillageService#appfire#dec22.app.server.service.VillageService#appfire#{"resourceMapping":"/Village","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/VillageService.java","fileName":"VillageService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/VillageRepositoryImpl.java","fileName":"VillageRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/VillageRepository.java","fileName":"VillageRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Village.java","fileName":"Village.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:48#appfire#\N#appfire#2015-12-22 06:37:48#appfire#1#appfire#1#appfire#D5B1190B-B88F-4DBE-9B1E-6C7C388A94D4
9183417E-B155-4207-A95A-10979CCC8F1D#appfire#UserAccessDomainService#appfire#dec22.app.server.service.UserAccessDomainService#appfire#{"resourceMapping":"/UserAccessDomain","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/UserAccessDomainService.java","fileName":"UserAccessDomainService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/UserAccessDomainRepositoryImpl.java","fileName":"UserAccessDomainRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/UserAccessDomainRepository.java","fileName":"UserAccessDomainRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authentication/UserAccessDomain.java","fileName":"UserAccessDomain.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:57#appfire#\N#appfire#2015-12-22 06:37:57#appfire#1#appfire#1#appfire#84E8FD24-594C-470E-9207-C5865A709200
92BDDD40-772A-4124-A58B-8EA0D0773CB6#appfire#UserAccessLevelService#appfire#dec22.app.server.service.UserAccessLevelService#appfire#{"resourceMapping":"/UserAccessLevel","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/UserAccessLevelService.java","fileName":"UserAccessLevelService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/UserAccessLevelRepositoryImpl.java","fileName":"UserAccessLevelRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/UserAccessLevelRepository.java","fileName":"UserAccessLevelRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/authentication/UserAccessLevel.java","fileName":"UserAccessLevel.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:56#appfire#\N#appfire#2015-12-22 06:37:56#appfire#1#appfire#1#appfire#66D58C63-3719-4EC6-A946-75516AA6C759
99ECBCE7-7A84-4C1B-8DC6-CDD3704E3302#appfire#AppCustomerTypeService#appfire#dec22.app.server.service.AppCustomerTypeService#appfire#{"resourceMapping":"/AppCustomerType","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/AppCustomerTypeService.java","fileName":"AppCustomerTypeService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppCustomerTypeRepositoryImpl.java","fileName":"AppCustomerTypeRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/AppCustomerTypeRepository.java","fileName":"AppCustomerTypeRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/customers/AppCustomerType.java","fileName":"AppCustomerType.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:38:05#appfire#\N#appfire#2015-12-22 06:38:05#appfire#1#appfire#1#appfire#86F554EC-AFF3-4FC1-B855-7F33DB482F2B
ACB5C099-6A23-424E-B136-8AFCB3C48AA8#appfire#DistrictService#appfire#dec22.app.server.service.DistrictService#appfire#{"resourceMapping":"/District","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/DistrictService.java","fileName":"DistrictService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/DistrictRepositoryImpl.java","fileName":"DistrictRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/DistrictRepository.java","fileName":"DistrictRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/District.java","fileName":"District.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:46#appfire#\N#appfire#2015-12-22 06:37:46#appfire#1#appfire#1#appfire#513BD50D-9B53-45FA-B0EA-44108719F3A1
BA3C5E70-D6DA-4AB8-8856-AF30F5A1115B#appfire#TalukaService#appfire#dec22.app.server.service.TalukaService#appfire#{"resourceMapping":"/Taluka","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/TalukaService.java","fileName":"TalukaService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/TalukaRepositoryImpl.java","fileName":"TalukaRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/TalukaRepository.java","fileName":"TalukaRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/location/Taluka.java","fileName":"Taluka.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:47#appfire#\N#appfire#2015-12-22 06:37:47#appfire#1#appfire#1#appfire#87A1FC7D-98F1-4A21-B67F-342B8C9D12ED
BAEB5B4C-5300-4C7A-8698-21A953C94FD3#appfire#CommunicationTypeService#appfire#dec22.app.server.service.CommunicationTypeService#appfire#{"resourceMapping":"/CommunicationType","defaultMethodType":"","defaultContentType":""}#appfire#{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/service/CommunicationTypeService.java","fileName":"CommunicationTypeService.java"},"implementInterface":[],"extendsClass":[],"repositories":[{"repository":{"filePath":"dec22/src/main/java/dec22/app/server/repository/CommunicationTypeRepositoryImpl.java","fileName":"CommunicationTypeRepositoryImpl.java"},"implementInterface":[{"filePath":"dec22/src/main/java/dec22/app/server/repository/CommunicationTypeRepository.java","fileName":"CommunicationTypeRepository.java"}],"extendsClass":[{"fileName":"SearchInterfaceImpl.java","filePath":"dec22/src/main/java/dec22/app/server/repository/SearchInterfaceImpl.java","isDisplay":false}],"entities":{"filePath":"dec22/src/main/java/dec22/app/shared/contacts/CommunicationType.java","fileName":"CommunicationType.java"}}]}#appfire#I#appfire#ZQPQWXV5D3UBRQGUKYXHG#appfire#ba9dced8-453e-49a3-b627-d497a1f91b17#appfire#1#appfire#\N#appfire#2015-12-22 06:37:51#appfire#\N#appfire#2015-12-22 06:37:51#appfire#1#appfire#1#appfire#00548275-6087-4270-B08D-D725247C5FBB
